Region,Country,Year,Age,"Both Sexes Population","Male Population","Female Population","Percent Both Sexes","Percent Male","Percent Female","Sex Ratio"
"Custom Region",Croatia,2013,100+,552,24,528,0.0,0.0,0.0,4.5
"Custom Region",Croatia,2014,Total,4356748,2101187,2255561,100.0,100.0,100.0,93.2
"Custom Region",Croatia,2014,0-4,206167,106545,99622,4.7,5.1,4.4,106.9
"Custom Region",Croatia,2014,5-9,210349,108165,102184,4.8,5.1,4.5,105.9
"Custom Region",Croatia,2014,10-14,209926,107889,102037,4.8,5.1,4.5,105.7
"Custom Region",Croatia,2014,15-19,257394,131899,125495,5.9,6.3,5.6,105.1
"Custom Region",Croatia,2014,20-24,253600,129793,123807,5.8,6.2,5.5,104.8
"Custom Region",Croatia,2014,25-29,285711,145113,140598,6.6,6.9,6.2,103.2
"Custom Region",Croatia,2014,30-34,316905,160707,156198,7.3,7.6,6.9,102.9
"Custom Region",Croatia,2014,35-39,309627,155252,154375,7.1,7.4,6.8,100.6
"Custom Region",Croatia,2014,40-44,288066,144185,143881,6.6,6.9,6.4,100.2
"Custom Region",Croatia,2014,45-49,292047,144416,147631,6.7,6.9,6.5,97.8
"Custom Region",Croatia,2014,50-54,310127,152118,158009,7.1,7.2,7.0,96.3
"Custom Region",Croatia,2014,55-59,331791,162887,168904,7.6,7.8,7.5,96.4
"Custom Region",Croatia,2014,60-64,314306,155101,159205,7.2,7.4,7.1,97.4
"Custom Region",Croatia,2014,65-69,220981,104988,115993,5.1,5.0,5.1,90.5
"Custom Region",Croatia,2014,70-74,174432,73104,101328,4.0,3.5,4.5,72.1
"Custom Region",Croatia,2014,75-79,163155,61127,102028,3.7,2.9,4.5,59.9
"Custom Region",Croatia,2014,80-84,124911,41467,83444,2.9,2.0,3.7,49.7
"Custom Region",Croatia,2014,85-89,64046,14523,49523,1.5,0.7,2.2,29.3
"Custom Region",Croatia,2014,90-94,20170,1761,18409,0.5,0.1,0.8,9.6
"Custom Region",Croatia,2014,95-99,2397,124,2273,0.1,0.0,0.1,5.5
"Custom Region",Croatia,2014,100+,640,23,617,0.0,0.0,0.0,3.7
"Custom Region",Croatia,2015,Total,4335250,2090702,2244548,100.0,100.0,100.0,93.1
"Custom Region",Croatia,2015,0-4,201594,104197,97397,4.7,5.0,4.3,107.0
